taxid	parent_taxid	assemblies_count	biosamples_count	institutes_count	countries_count	biosamples_with_coordinates_count	rank	scientific_name
1664462	9224	10	10	2	2	0	genus	Psittacara
12946	1664462	2	2	2	1	0	species	Psittacara erythrogenys
867388	1664462	2	2	2	1	0	species	Psittacara finschi
867386	1664462	1	1	1	0	0	species	Psittacara chloropterus
867390	1664462	1	1	1	0	0	species	Psittacara holochlorus
178885	1664462	1	1	1	0	0	species	Psittacara leucophthalmus
136503	1664462	1	1	1	0	0	species	Psittacara mitratus
1238232	1664462	1	1	1	0	0	species	Psittacara rubritorquis
867391	1664462	1	1	1	0	0	species	Psittacara wagleri
9227	9224	10	10	3	2	2	genus	Psittacula
232653	9227	2	2	1	1	2	species	Psittacula echo
232642	9227	1	1	1	0	0	species	Psittacula columboides
232645	9227	1	1	1	0	0	species	Psittacula cyanocephala
57074	9227	1	1	1	0	0	species	Psittacula derbiana
232655	9227	1	1	1	0	0	species	Psittacula eupatria
232620	9227	1	1	1	0	0	species	Psittacula himalayana
9228	9227	1	1	1	1	0	species	Psittacula krameri
232633	9227	1	1	1	0	0	species	Psittacula longicauda
232641	9227	1	1	1	0	0	species	Psittacula roseata
12945	9224	7	7	3	0	0	genus	Aratinga
176015	12945	2	2	2	0	0	species	Aratinga solstitialis
867384	12945	1	1	1	0	0	species	Aratinga auricapillus
231027	12945	1	1	1	0	0	species	Aratinga jandaya
1230190	12945	1	1	1	0	0	species	Aratinga maculata
51908	12945	1	1	1	0	0	species	Aratinga nenday
190661	12945	1	1	1	0	0	species	Aratinga weddellii
176017	9224	7	7	2	0	0	genus	Brotogeris
345193	176017	1	1	1	0	0	species	Brotogeris chiriri
458118	176017	1	1	1	0	0	species	Brotogeris chrysoptera
671079	176017	1	1	1	0	0	species	Brotogeris cyanoptera
176018	176017	1	1	1	0	0	species	Brotogeris pyrrhoptera
671080	176017	1	1	1	0	0	species	Brotogeris sanctithomae
671078	176017	1	1	1	0	0	species	Brotogeris tirica
178886	176017	1	1	1	0	0	species	Brotogeris versicolurus
1548947	9224	6	6	2	0	0	genus	Eupsittula
1548953	1548947	1	1	1	0	0	species	Eupsittula astec
51898	1548947	1	1	1	0	0	species	Eupsittula aurea
178884	1548947	1	1	1	0	0	species	Eupsittula cactorum
752200	1548947	1	1	1	0	0	species	Eupsittula canicularis
638628	1548947	1	1	1	0	0	species	Eupsittula nana
492513	1548947	1	1	1	0	0	species	Eupsittula pertinax
60470	9224	6	6	2	1	0	genus	Loriculus
60471	60470	2	2	2	1	0	species	Loriculus galgulus
703980	60470	1	1	1	0	0	species	Loriculus beryllinus
678571	60470	1	1	1	0	0	species	Loriculus philippensis
274063	60470	1	1	1	0	0	species	Loriculus pusillus
1107400	60470	1	1	1	0	0	species	Loriculus vernalis
57422	9224	6	6	3	1	0	genus	Micropsitta
57423	57422	2	2	2	1	0	species	Micropsitta finschii
458119	57422	1	1	1	0	0	species	Micropsitta bruijnii
2301374	57422	1	1	1	0	0	species	Micropsitta geelvinkiana
381026	57422	1	1	1	0	0	species	Micropsitta keiensis
284148	57422	1	1	1	0	0	species	Micropsitta pusio
13213	9224	6	6	2	0	0	genus	Pionus
303320	13213	1	1	1	0	0	species	Pionus fuscus
303305	13213	1	1	1	0	0	species	Pionus maximiliani
13214	13213	1	1	1	0	0	species	Pionus menstruus
30456	13213	1	1	1	0	0	species	Pionus senilis
458108	13213	1	1	1	0	0	species	Pionus seniloides
458107	13213	1	1	1	0	0	species	Pionus tumultuosus
309861	9224	4	4	3	1	0	genus	Cyanoliseus
309862	309861	4	4	3	1	0	species	Cyanoliseus patagonus
458124	9224	4	4	2	0	0	genus	Touit
504089	458124	1	1	1	0	0	species	Touit batavicus
2338449	458124	1	1	1	0	0	species	Touit costaricensis
2598673	458124	1	1	1	0	0	species	Touit huetii
458125	458124	1	1	1	0	0	species	Touit purpuratus
51899	9224	3	3	2	0	0	genus	Anodorhynchus
2797188	51899	1	1	1	0	0	species	Anodorhynchus glaucus
51900	51899	1	1	1	0	0	species	Anodorhynchus hyacinthinus
178882	51899	1	1	1	0	0	species	Anodorhynchus leari
51905	9224	3	3	2	1	2	genus	Guaruba
51906	51905	3	3	2	1	2	species	Guaruba guarouba
678568	9224	3	3	2	1	2	genus	Lathamus
678569	678568	3	3	2	1	2	species	Lathamus discolor
176065	9224	3	3	3	0	0	genus	Myiopsitta
176066	176065	2	2	2	0	0	species	Myiopsitta monachus
2797240	176065	1	1	1	0	0	species	Myiopsitta luchsi
35536	9224	3	3	3	1	0	genus	Neophema
85098	35536	2	2	2	1	0	species	Neophema elegans
678581	35536	1	1	1	1	0	species	Neophema chrysogaster
35539	9224	3	3	2	1	0	genus	Pezoporus
889875	35539	1	1	1	1	0	species	Pezoporus flaviventris
407982	35539	1	1	1	1	0	species	Pezoporus occidentalis
35540	35539	1	1	1	1	0	species	Pezoporus wallicus
229695	9224	3	3	1	0	0	genus	Primolius
178892	229695	1	1	1	0	0	species	Primolius auricollis
178893	229695	1	1	1	0	0	species	Primolius couloni
178894	229695	1	1	1	0	0	species	Primolius maracana
176021	9224	2	2	1	0	0	genus	Coracopsis
281914	176021	1	1	1	0	0	species	Coracopsis nigra
176022	176021	1	1	1	0	0	species	Coracopsis vasa
114431	9224	2	2	1	0	0	genus	Cyanoramphus
114435	114431	1	1	1	0	0	species	Cyanoramphus novaezelandiae
2778878	114431	1	1	1	0	0	species	Cyanoramphus saisseti
345189	9224	2	2	2	0	0	genus	Enicognathus
1549141	345189	1	1	1	0	0	species	Enicognathus ferrugineus
345190	345189	1	1	1	0	0	species	Enicognathus leptorhynchus
309865	9224	2	2	1	0	0	genus	Pionites
345186	309865	1	1	1	0	0	species	Pionites leucogaster
309866	309865	1	1	1	0	0	species	Pionites melanocephalus
35541	9224	2	2	2	1	1	genus	Platycercus
504068	35541	1	1	1	0	0	species	Platycercus adscitus
269190	35541	1	1	1	1	1	species	Platycercus elegans
3394934	269190	1	1	1	1	1	subspecies	Platycercus elegans elegans
555337	9224	2	2	1	0	0	genus	Psilopsiagon
555338	555337	1	1	1	0	0	species	Psilopsiagon aurifrons
309851	555337	1	1	1	0	0	species	Psilopsiagon aymara
13239	9224	2	2	1	0	0	genus	Psittacus
57247	13239	1	1	1	0	0	species	Psittacus erithacus
1549196	13239	1	1	1	0	0	species	Psittacus timneh
57433	9224	2	2	2	0	0	genus	Psittrichas
57434	57433	2	2	2	0	0	species	Psittrichas fulgidus
35547	9224	2	2	1	1	2	genus	Strigops
2489341	35547	2	2	1	1	2	species	Strigops habroptila
1548929	9224	1	1	1	0	0	genus	Alipiopsitta
1548930	1548929	1	1	1	0	0	species	Alipiopsitta xanthops
286723	9224	1	1	1	0	0	genus	Barnardius
309859	286723	1	1	1	0	0	species	Barnardius zonarius
211876	9224	1	1	1	0	0	genus	Bolborhynchus
211877	211876	1	1	1	0	0	species	Bolborhynchus lineola
986100	9224	1	1	1	0	0	genus	Callocephalon
986101	986100	1	1	1	0	0	species	Callocephalon fimbriatum
867393	9224	1	1	1	0	0	genus	Conuropsis
867394	867393	1	1	1	0	0	species	Conuropsis carolinensis
51901	9224	1	1	1	1	0	genus	Cyanopsitta
51902	51901	1	1	1	1	0	species	Cyanopsitta spixii
503984	9224	1	1	1	0	0	genus	Cyclopsitta
503985	503984	1	1	1	0	0	species	Cyclopsitta diophthalma
51903	9224	1	1	1	0	0	genus	Deroptyus
51904	51903	1	1	1	0	0	species	Deroptyus accipitrinus
178887	9224	1	1	1	0	0	genus	Diopsittaca
178888	178887	1	1	1	0	0	species	Diopsittaca nobilis
176023	9224	1	1	1	0	0	genus	Eclectus
176024	176023	1	1	1	0	0	species	Eclectus roratus
309877	9224	1	1	1	1	0	genus	Neopsephotus
309878	309877	1	1	1	1	0	species	Neopsephotus bourkii
176042	9224	1	1	1	0	0	genus	Nestor
176057	176042	1	1	1	0	0	species	Nestor notabilis
178889	9224	1	1	1	0	0	genus	Orthopsittaca
178890	178889	1	1	1	0	0	species	Orthopsittaca manilatus
381278	9224	1	1	1	1	0	genus	Prosopeia
2338444	381278	1	1	1	1	0	species	Prosopeia personata
176046	9224	1	1	1	0	0	genus	Psephotus
176047	176046	1	1	1	0	0	species	Psephotus haematonotus
309840	9224	1	1	1	0	0	genus	Rhynchopsitta
309841	309840	1	1	1	0	0	species	Rhynchopsitta pachyrhyncha
2823206	9224	1	1	1	0	0	genus	Thectocercus
211510	2823206	1	1	1	0	0	species	Thectocercus acuticaudatus
303325	9224	1	1	1	0	0	genus	Triclaria
303326	303325	1	1	1	0	0	species	Triclaria malachitacea
1545690	9223	23	23	6	3	3	family	Psittaculidae
35610	1545690	18	18	3	2	0	tribe	Loriini
176048	35610	8	8	3	2	0	genus	Trichoglossus
1549204	176048	3	3	2	2	0	species	Trichoglossus moluccanus
585473	176048	1	1	1	0	0	species	Trichoglossus chlorolepidotus
274059	176048	1	1	1	0	0	species	Trichoglossus euteles
176049	176048	1	1	1	0	0	species	Trichoglossus haematodus
678588	176048	1	1	1	0	0	species	Trichoglossus johnstoniae
2267890	176048	1	1	1	0	0	species	Trichoglossus rubiginosus
13113	35610	4	4	2	0	0	genus	Lorius
471714	13113	1	1	1	0	0	species	Lorius chlorocercus
13114	13113	1	1	1	0	0	species	Lorius garrulus
315430	13113	1	1	1	0	0	species	Lorius hypoinochrous
274062	13113	1	1	1	0	0	species	Lorius lory
176063	35610	3	3	1	0	0	genus	Eos
176064	176063	1	1	1	0	0	species	Eos cyanogenia
1107398	176063	1	1	1	0	0	species	Eos histrio
1549147	176063	1	1	1	0	0	species	Eos semilarvata
176061	35610	1	1	1	0	0	genus	Chalcopsitta
274066	176061	1	1	1	0	0	species	Chalcopsitta duivenbodei
176040	35610	1	1	1	0	0	genus	Glossopsitta
176041	176040	1	1	1	0	0	species	Glossopsitta concinna
176073	35610	1	1	1	0	0	genus	Psitteuteles
176074	176073	1	1	1	0	0	species	Psitteuteles goldiei
13145	1545690	5	5	4	1	3	genus	Melopsittacus
13146	13145	5	5	4	1	3	species	Melopsittacus undulatus
35549	9223	16	16	3	1	1	family	Cacatuidae
12981	35549	9	9	2	0	0	genus	Cacatua
141836	12981	1	1	1	0	0	species	Cacatua alba
141834	12981	1	1	1	0	0	species	Cacatua ducorpsii
141274	12981	1	1	1	0	0	species	Cacatua galerita
141837	12981	1	1	1	0	0	species	Cacatua haematuropygia
136504	12981	1	1	1	0	0	species	Cacatua moluccensis
141835	12981	1	1	1	0	0	species	Cacatua ophthalmica
274074	12981	1	1	1	0	0	species	Cacatua sanguinea
141271	12981	1	1	1	0	0	species	Cacatua sulphurea
1344800	12981	1	1	1	0	0	species	Cacatua tenuirostris
176038	35549	2	2	2	1	1	genus	Eolophus
176039	176038	2	2	2	1	1	species	Eolophus roseicapilla
141838	35549	2	2	2	0	0	genus	Probosciger
141839	141838	2	2	2	0	0	species	Probosciger aterrimus
2819877	35549	1	1	1	0	0	genus	Lophochroa
471713	2819877	1	1	1	0	0	species	Lophochroa leadbeateri
13179	35549	1	1	1	0	0	genus	Nymphicus
13180	13179	1	1	1	0	0	species	Nymphicus hollandicus
2818394	35549	1	1	1	0	0	genus	Zanda
302529	2818394	1	1	1	0	0	species	Zanda funerea
8948	3073809	81	81	14	12	17	order	Falconiformes
8949	8948	81	81	14	12	17	family	Falconidae
8952	8949	71	71	13	11	16	genus	Falco
8954	8952	12	12	7	5	4	species	Falco peregrinus
495992	8954	2	2	1	0	0	subspecies	Falco peregrinus peregrinator
495993	8954	2	2	1	0	0	subspecies	Falco peregrinus peregrinus
120794	8952	9	9	5	2	2	species	Falco rusticolus
345155	8952	6	6	4	2	2	species	Falco biarmicus
345164	8952	6	6	4	2	2	species	Falco cherrug
100819	8952	5	5	3	1	2	species	Falco tinnunculus
491646	8952	3	3	2	0	0	species	Falco pelegrinoides
56350	8952	3	3	3	1	0	species	Falco sparverius
344233	8952	3	3	3	1	0	species	Falco subbuteo
495946	8952	2	2	2	0	0	species	Falco eleonorae
148594	8952	2	2	1	1	2	species	Falco naumanni
148596	8952	2	2	1	1	2	species	Falco punctatus
56351	8952	2	2	2	1	0	species	Falco vespertinus
495938	8952	1	1	1	0	0	species	Falco ardosiaceus
495972	8952	1	1	1	0	0	species	Falco berigora
148593	8952	1	1	1	0	0	species	Falco cenchroides
495941	8952	1	1	1	0	0	species	Falco chicquera
8953	8952	1	1	1	0	0	species	Falco columbarius
495947	8952	1	1	1	0	0	species	Falco concolor
495962	8952	1	1	1	0	0	species	Falco deiroleucus
495939	8952	1	1	1	0	0	species	Falco dickinsoni
453957	8952	1	1	1	0	0	species	Falco fasciinucha
56349	8952	1	1	1	0	0	species	Falco femoralis
345163	8952	1	1	1	0	0	species	Falco jugger
495914	8952	1	1	1	0	0	species	Falco moluccensis
495971	8952	1	1	1	0	0	species	Falco novaeseelandiae
399590	8952	1	1	1	0	0	species	Falco rufigularis
1562128	8952	1	1	1	0	0	species	Falco rupicolus
495940	8952	1	1	1	0	0	species	Falco zoniventris
56333	8949	2	2	1	0	0	genus	Micrastur
1042130	56333	1	1	1	0	0	species	Micrastur mirandollei
1042132	56333	1	1	1	0	0	species	Micrastur ruficollis
56340	8949	2	2	1	0	0	genus	Microhierax
263164	56340	1	1	1	0	0	species	Microhierax caerulescens
1562126	56340	1	1	1	0	0	species	Microhierax latifrons
56346	8949	1	1	1	0	0	genus	Daptrius
56348	56346	1	1	1	0	0	species	Daptrius ater
56342	8949	1	1	1	1	1	genus	Herpetotheres
56343	56342	1	1	1	1	1	species	Herpetotheres cachinnans
2219151	8949	1	1	1	0	0	genus	Ibycter
56347	2219151	1	1	1	0	0	species	Ibycter americanus
56336	8949	1	1	1	0	0	genus	Milvago
56337	56336	1	1	1	0	0	species	Milvago chimachima
56344	8949	1	1	1	0	0	genus	Phalcoboenus
321058	56344	1	1	1	0	0	species	Phalcoboenus megalopterus
56338	8949	1	1	1	0	0	genus	Polihierax
56339	56338	1	1	1	0	0	species	Polihierax semitorquatus
1956187	3073809	4	4	3	2	3	order	Cariamiformes
54378	1956187	4	4	3	2	3	family	Cariamidae
54379	54378	3	3	2	1	2	genus	Cariama
54380	54379	3	3	2	1	2	species	Cariama cristata
1352769	54378	1	1	1	1	1	genus	Chunga
1352770	1352769	1	1	1	1	1	species	Chunga burmeisteri
3073811	3073808	237	237	33	24	24	clade	Accipitrimorphae
2558200	3073811	237	237	33	24	24	order	Accipitriformes
56259	2558200	225	225	31	23	21	family	Accipitridae
8955	56259	220	220	31	23	21	subfamily	Accipitrinae
8956	8955	26	26	5	3	2	genus	Accipiter
211598	8956	4	4	3	2	2	species	Accipiter nisus
258530	8956	2	2	2	1	0	species	Accipiter gularis
387787	8956	1	1	1	0	0	species	Accipiter badius
518695	8956	1	1	1	0	0	species	Accipiter cirrocephalus
261198	8956	1	1	1	0	0	species	Accipiter cooperii
387793	8956	1	1	1	0	0	species	Accipiter erythropus
387794	8956	1	1	1	0	0	species	Accipiter fasciatus
387795	8956	1	1	1	0	0	species	Accipiter francesiae
2868207	8956	1	1	1	0	0	species	Accipiter hiogaster
993370	8956	1	1	1	0	0	species	Accipiter madagascariensis
387799	8956	1	1	1	0	0	species	Accipiter melanochlamys
387800	8956	1	1	1	0	0	species	Accipiter melanoleucus
2571053	8956	1	1	1	0	0	species	Accipiter meyerianus
993371	8956	1	1	1	0	0	species	Accipiter minullus
387801	8956	1	1	1	0	0	species	Accipiter novaehollandiae
2911133	8956	1	1	1	0	0	species	Accipiter rhodogaster
2219150	8956	1	1	1	0	0	species	Accipiter rufitorques
518696	8956	1	1	1	0	0	species	Accipiter rufiventris
387806	8956	1	1	1	0	0	species	Accipiter soloensis
56330	8956	1	1	1	0	0	species	Accipiter striatus
56255	8956	1	1	1	0	0	species	Accipiter superciliosus
387810	8956	1	1	1	0	0	species	Accipiter virgatus
30396	8955	24	24	6	4	2	genus	Buteo
30397	30396	5	5	4	2	2	species	Buteo buteo
223441	30396	3	3	2	1	0	species	Buteo regalis
115134	30396	3	3	3	1	0	species	Buteo rufinus
223445	30396	1	1	1	0	0	species	Buteo albigula
223473	30396	1	1	1	0	0	species	Buteo albonotatus
223853	30396	1	1	1	0	0	species	Buteo brachyurus
115122	30396	1	1	1	0	0	species	Buteo hemilasius
56263	30396	1	1	1	0	0	species	Buteo jamaicensis
224669	30396	1	1	1	0	0	species	Buteo japonicus
115229	30396	1	1	1	0	0	species	Buteo lagopus
223475	30396	1	1	1	0	0	species	Buteo lineatus
387814	30396	1	1	1	0	0	species	Buteo nitidus
115230	30396	1	1	1	0	0	species	Buteo oreophilus
218281	30396	1	1	1	0	0	species	Buteo platypterus
156757	30396	1	1	1	0	0	species	Buteo swainsoni
223443	30396	1	1	1	0	0	species	Buteo ventralis
8960	8955	21	21	10	4	3	genus	Aquila
8962	8960	8	8	6	2	3	species	Aquila chrysaetos
216574	8962	2	2	2	1	1	subspecies	Aquila chrysaetos canadensis
223781	8962	2	2	1	0	0	subspecies	Aquila chrysaetos chrysaetos
335091	8962	2	2	2	1	0	subspecies	Aquila chrysaetos japonica
193005	8960	4	4	4	0	0	species	Aquila nipalensis
252784	8960	2	2	2	1	0	species	Aquila fasciata
52410	8960	2	2	2	1	0	species	Aquila heliaca
321113	8960	1	1	1	0	0	species	Aquila africana
8961	8960	1	1	1	0	0	species	Aquila audax
321090	8960	1	1	1	0	0	species	Aquila gurneyi
252781	8960	1	1	1	0	0	species	Aquila rapax
1848762	8960	1	1	1	0	0	species	Aquila spilogaster
8963	8955	16	16	4	4	2	genus	Circus
43466	8963	4	4	3	2	2	species	Circus cyaneus
387825	8963	3	3	3	1	0	species	Circus macrourus
8964	8963	2	2	2	1	0	species	Circus aeruginosus
387828	8963	2	2	2	1	0	species	Circus pygargus
387821	8963	1	1	1	0	0	species	Circus approximans
555235	8963	1	1	1	0	0	species	Circus cinereus
2709557	8963	1	1	1	0	0	species	Circus hudsonius
1620256	8963	1	1	1	0	0	species	Circus macrosceles
1620238	8963	1	1	1	0	0	species	Circus maillardi
8968	8955	10	10	7	4	1	genus	Haliaeetus
8969	8968	5	5	4	4	1	species	Haliaeetus albicilla
321120	8968	1	1	1	0	0	species	Haliaeetus ichthyaetus
52644	8968	1	1	1	0	0	species	Haliaeetus leucocephalus
52645	8968	1	1	1	0	0	species	Haliaeetus leucogaster
52647	8968	1	1	1	1	0	species	Haliaeetus pelagicus
52649	8968	1	1	1	0	0	species	Haliaeetus vocifer
43464	8955	7	7	3	2	0	genus	Circaetus
43465	43464	2	2	2	1	0	species	Circaetus gallicus
321084	43464	2	2	2	1	0	species	Circaetus pectoralis
321087	43464	1	1	1	0	0	species	Circaetus cinerascens
321085	43464	1	1	1	0	0	species	Circaetus cinereus
321106	43464	1	1	1	0	0	species	Circaetus spectabilis
8965	8955	7	7	5	3	0	genus	Gyps
36247	8965	3	3	3	1	0	species	Gyps fulvus
43490	8965	2	2	1	1	0	species	Gyps africanus
36248	8965	1	1	1	1	0	species	Gyps himalayensis
8967	8965	1	1	1	0	0	species	Gyps rueppelli
43517	8955	7	7	3	2	0	genus	Milvus
43518	43517	3	3	3	1	0	species	Milvus milvus
52810	43517	2	2	2	1	0	species	Milvus migrans
2869452	43517	1	1	1	0	0	species	Milvus aegyptius
329121	43517	1	1	1	0	0	species	Milvus lineatus
70274	8955	6	6	3	1	0	genus	Hieraaetus
70275	70274	3	3	3	1	0	species	Hieraaetus pennatus
252783	70274	1	1	1	0	0	species	Hieraaetus ayresii
252785	70274	1	1	1	0	0	species	Hieraaetus morphnoides
252787	70274	1	1	1	0	0	species	Hieraaetus wahlbergi
3410462	8955	5	5	4	3	2	genus	Astur
8957	3410462	4	4	3	2	2	species	Astur gentilis
3149181	3410462	1	1	1	1	0	species	Astur atricapillus
387753	3149181	1	1	1	1	0	subspecies	Astur atricapillus atricapillus
433377	8955	5	5	2	2	0	genus	Nisaetus
214438	433377	2	2	2	1	0	species	Nisaetus nipalensis
307441	433377	1	1	1	0	0	species	Nisaetus alboniger
252795	433377	1	1	1	0	0	species	Nisaetus cirrhatus
2906790	433377	1	1	1	1	0	species	Nisaetus floris
8958	8955	4	4	4	1	1	genus	Aegypius
8959	8958	4	4	4	1	1	species	Aegypius monachus
223495	8955	4	4	1	0	0	genus	Buteogallus
224668	223495	1	1	1	0	0	species	Buteogallus aequinoctialis
2868390	223495	1	1	1	0	0	species	Buteogallus gundlachii
223496	223495	1	1	1	0	0	species	Buteogallus meridionalis
2869446	223495	1	1	1	0	0	species	Buteogallus solitarius
223772	8955	4	4	1	0	0	genus	Geranoaetus
223773	223772	2	2	1	0	0	species	Geranoaetus melanoleucus
223485	223772	1	1	1	0	0	species	Geranoaetus albicaudatus
2869447	223772	1	1	1	0	0	species	Geranoaetus polyosoma
43578	8955	4	4	3	2	0	genus	Sarcogyps
43579	43578	4	4	3	2	0	species	Sarcogyps calvus
258818	8955	3	3	1	0	0	genus	Aviceda
258819	258818	1	1	1	0	0	species	Aviceda cuculoides
2868386	258818	1	1	1	0	0	species	Aviceda leuphotes
387811	258818	1	1	1	0	0	species	Aviceda subcristata
335206	8955	3	3	1	0	0	genus	Butastur
335207	335206	1	1	1	0	0	species	Butastur indicus
1356036	335206	1	1	1	0	0	species	Butastur liventer
387812	335206	1	1	1	0	0	species	Butastur rufipennis
321062	8955	3	3	3	1	0	genus	Elanus
387830	321062	2	2	2	1	0	species	Elanus caeruleus
387829	321062	1	1	1	0	0	species	Elanus axillaris
321079	8955	3	3	3	1	0	genus	Leptodon
321080	321079	3	3	3	1	0	species	Leptodon cayanensis
321092	8955	3	3	1	0	0	genus	Leucopternis
321094	321092	1	1	1	0	0	species	Leucopternis kuhli
345747	321092	1	1	1	0	0	species	Leucopternis lacernulatus
321095	321092	1	1	1	0	0	species	Leucopternis melanops
321114	8955	3	3	1	0	0	genus	Melierax
387834	321114	1	1	1	0	0	species	Melierax canorus
387835	321114	1	1	1	0	0	species	Melierax metabates
518698	321114	1	1	1	0	0	species	Melierax poliopterus
33607	8955	3	3	3	1	1	genus	Neophron
33608	33607	3	3	3	1	1	species	Neophron percnopterus
43550	8955	3	3	3	1	0	genus	Pernis
43551	43550	2	2	2	0	0	species	Pernis apivorus
258803	43550	1	1	1	1	0	species	Pernis celebensis
321088	8955	3	3	3	1	0	genus	Pithecophaga
321089	321088	3	3	3	1	0	species	Pithecophaga jefferyi
8972	8955	3	3	2	1	0	genus	Polyboroides
321072	8972	3	3	2	1	0	species	Polyboroides typus
3390995	8955	2	2	1	0	0	genus	Aerospiza
993364	3390995	1	1	1	0	0	species	Aerospiza castanilius
387808	3390995	1	1	1	0	0	species	Aerospiza tachiro
56284	8955	2	2	2	1	0	genus	Gampsonyx
56285	56284	2	2	2	1	0	species	Gampsonyx swainsonii
33609	8955	2	2	1	1	2	genus	Gypaetus
33610	33609	2	2	1	1	2	species	Gypaetus barbatus
321073	8955	2	2	2	1	0	genus	Gypohierax
321074	321073	2	2	2	1	0	species	Gypohierax angolensis
8970	8955	2	2	1	0	0	genus	Haliastur
8971	8970	1	1	1	0	0	species	Haliastur indus
321117	8970	1	1	1	0	0	species	Haliastur sphenurus
202279	8955	2	2	1	1	2	genus	Harpia
202280	202279	2	2	1	1	2	species	Harpia harpyja
252788	8955	2	2	1	1	2	genus	Morphnus
252789	252788	2	2	1	1	2	species	Morphnus guianensis
30398	8955	2	2	1	1	0	genus	Necrosyrtes
30399	30398	2	2	1	1	0	species	Necrosyrtes monachus
2869513	8955	2	2	1	0	0	genus	Pseudastur
321093	2869513	1	1	1	0	0	species	Pseudastur albicollis
345749	2869513	1	1	1	0	0	species	Pseudastur occidentalis
208450	8955	2	2	2	2	0	genus	Spilornis
2927792	208450	1	1	1	1	0	species	Spilornis abbotti
335090	208450	1	1	1	1	0	species	Spilornis perplexus
214437	8955	2	2	2	1	1	genus	Spizaetus
252796	214437	1	1	1	0	0	species	Spizaetus ornatus
252798	214437	1	1	1	1	1	species	Spizaetus tyrannus
223776	8955	1	1	1	0	0	genus	Busarellus
223777	223776	1	1	1	0	0	species	Busarellus nigricollis
2763547	8955	1	1	1	0	0	genus	Chelictinia
2763549	2763547	1	1	1	0	0	species	Chelictinia riocourii
2869516	8955	1	1	1	0	0	genus	Cryptoleucopteryx
345744	2869516	1	1	1	0	0	species	Cryptoleucopteryx plumbea
192872	8955	1	1	1	0	0	genus	Elanoides
192873	192872	1	1	1	0	0	species	Elanoides forficatus
1458043	8955	1	1	1	0	0	genus	Erythrotriorchis
1458044	1458043	1	1	1	0	0	species	Erythrotriorchis buergersi
321127	8955	1	1	1	0	0	genus	Geranospiza
321128	321127	1	1	1	0	0	species	Geranospiza caerulescens
387841	8955	1	1	1	0	0	genus	Harpagus
387842	387841	1	1	1	0	0	species	Harpagus bidentatus
321133	8955	1	1	1	0	0	genus	Harpyhaliaetus
321134	321133	1	1	1	0	0	species	Harpyhaliaetus coronatus
321107	8955	1	1	1	0	0	genus	Harpyopsis
321108	321107	1	1	1	0	0	species	Harpyopsis novaeguineae
258816	8955	1	1	1	0	0	genus	Henicopernis
258817	258816	1	1	1	0	0	species	Henicopernis longicauda
321099	8955	1	1	1	0	0	genus	Ictinia
371914	321099	1	1	1	0	0	species	Ictinia mississippiensis
321110	8955	1	1	1	0	0	genus	Lophaetus
321111	321110	1	1	1	0	0	species	Lophaetus occipitalis
427538	8955	1	1	1	0	0	genus	Macheiramphus
427539	427538	1	1	1	0	0	species	Macheiramphus alcinus
1458046	8955	1	1	1	0	0	genus	Megatriorchis
1458047	1458046	1	1	1	0	0	species	Megatriorchis doriae
387844	8955	1	1	1	0	0	genus	Micronisus
387845	387844	1	1	1	0	0	species	Micronisus gabar
2869453	8955	1	1	1	0	0	genus	Morphnarchus
345746	2869453	1	1	1	0	0	species	Morphnarchus princeps
223491	8955	1	1	1	0	0	genus	Parabuteo
223492	223491	1	1	1	0	0	species	Parabuteo unicinctus
156763	8955	1	1	1	0	0	genus	Rostrhamus
156764	156763	1	1	1	0	0	species	Rostrhamus sociabilis
2675519	56259	5	5	3	1	0	genus	Clanga
2677969	2675519	2	2	2	1	0	species	Clanga clanga
2675520	2675519	2	2	2	1	0	species	Clanga pomarina
321970	2675519	1	1	1	0	0	species	Clanga hastata
8922	2558200	8	8	7	3	2	family	Cathartidae
43582	8922	3	3	2	1	2	genus	Sarcoramphus
43583	43582	3	3	2	1	2	species	Sarcoramphus papa
33613	8922	2	2	2	0	0	genus	Coragyps
33614	33613	2	2	2	0	0	species	Coragyps atratus
33611	8922	1	1	1	1	0	genus	Cathartes
43455	33611	1	1	1	1	0	species	Cathartes aura
33615	8922	1	1	1	0	0	genus	Gymnogyps
33616	33615	1	1	1	0	0	species	Gymnogyps californianus
8923	8922	1	1	1	1	0	genus	Vultur
8924	8923	1	1	1	1	0	species	Vultur gryphus
56260	2558200	2	2	2	1	1	family	Pandionidae
56261	56260	2	2	2	1	1	genus	Pandion
56262	56261	2	2	2	1	1	species	Pandion haliaetus
56256	2558200	2	2	2	0	0	family	Sagittariidae
56257	56256	2	2	2	0	0	genus	Sagittarius
56258	56257	2	2	2	0	0	species	Sagittarius serpentarius
3073810	3073808	189	189	22	33	36	clade	Coraciimorphae
9219	3073810	78	78	15	18	14	order	Piciformes
9220	9219	36	36	12	10	5	family	Picidae
9221	9220	7	7	6	1	0	genus	Colaptes
51355	9221	5	5	5	1	0	species	Colaptes auratus
381865	9221	2	2	2	0	0	species	Colaptes punctigula
1517830	9220	4	4	3	2	2	genus	Dryobates
118200	1517830	3	3	2	1	2	species	Dryobates pubescens
1517834	1517830	1	1	1	1	0	species	Dryobates minor
56082	9220	3	3	2	1	2	genus	Melanerpes
211600	56082	2	2	1	1	2	species	Melanerpes formicivorus
