taxid	parent_taxid	assemblies_count	biosamples_count	institutes_count	countries_count	biosamples_with_coordinates_count	rank	scientific_name
1541163	122856	2	2	1	1	2	species	Sitona obsoletus
558399	39814	4	4	2	2	4	tribe	Cneorhinini
1075062	558399	2	2	1	1	2	genus	Catapionus
3806480	1075062	1	1	1	1	1	species	Catapionus modestus
3806479	1075062	1	1	1	1	1	species	Catapionus nebulosus
202116	558399	2	2	1	1	2	genus	Philopedon
202117	202116	2	2	1	1	2	species	Philopedon plagiatum
465381	39814	4	4	1	1	4	tribe	Otiorhynchini
41162	465381	4	4	1	1	4	genus	Otiorhynchus
202102	41162	2	2	1	1	2	species	Otiorhynchus armadillo
703598	41162	2	2	1	1	2	species	Otiorhynchus rugosostriatus
465379	39814	2	2	1	1	2	tribe	Brachyderini
202213	465379	2	2	1	1	2	genus	Strophosoma
202215	202213	2	2	1	1	2	species	Strophosoma melanogrammum
201808	39814	2	2	1	1	2	tribe	Geonemini
1854063	201808	2	2	1	1	2	genus	Trigonoscuta
2919430	1854063	2	2	1	1	2	species	Trigonoscuta pilosa
465375	39814	2	2	1	1	2	tribe	Laparocerini
465377	465375	2	2	1	1	2	genus	Laparocerus
1963931	465377	2	2	1	1	2	species	Laparocerus anagae
201809	39814	2	2	1	1	2	tribe	Sciaphilini
201782	201809	2	2	1	1	2	genus	Barypeithes
397350	201782	2	2	1	1	2	species	Barypeithes pellucidus
465392	39814	1	1	1	1	0	tribe	Eustylini
13039	465392	1	1	1	1	0	genus	Diaprepes
13040	13039	1	1	1	1	0	species	Diaprepes abbreviatus
1482350	39814	1	1	1	1	0	tribe	Pachyrhynchini
1932965	1482350	1	1	1	1	0	genus	Pachyrhynchus
2840399	1932965	1	1	1	1	0	species	Pachyrhynchus sulphureomaculatus
55867	7042	29	29	18	10	10	subfamily	Scolytinae
124011	55867	8	8	3	3	0	genus	Euwallacea
995702	124011	6	6	3	3	0	species	Euwallacea fornicatus
1736056	124011	2	2	1	1	0	species	Euwallacea similis
77156	55867	6	6	5	3	4	genus	Dendroctonus
77166	77156	4	4	3	1	3	species	Dendroctonus ponderosae
77161	77156	1	1	1	1	1	species	Dendroctonus frontalis
77173	77156	1	1	1	1	0	species	Dendroctonus valens
55979	55867	5	5	4	3	3	genus	Ips
55985	55979	2	2	1	1	2	species	Ips sexdentatus
102827	55979	1	1	1	1	0	species	Ips calligraphus
432259	55979	1	1	1	1	1	species	Ips nitidus
55986	55979	1	1	1	1	0	species	Ips typographus
57061	55867	3	3	3	2	1	genus	Hypothenemus
57062	57061	3	3	3	2	1	species	Hypothenemus hampei
105119	55867	3	3	1	0	0	genus	Xyleborus
105120	105119	1	1	1	0	0	species	Xyleborus affinis
995685	105119	1	1	1	0	0	species	Xyleborus bispinatus
889492	105119	1	1	1	0	0	species	Xyleborus glabratus
105250	55867	2	2	1	1	2	genus	Taphrorychus
105251	105250	2	2	1	1	2	species	Taphrorychus bicolor
55977	55867	1	1	1	1	0	genus	Tomicus
768153	55977	1	1	1	1	0	species	Tomicus yunnanensis
105210	55867	1	1	1	1	0	genus	Trypodendron
105211	105210	1	1	1	1	0	species	Trypodendron lineatum
39816	7042	17	17	9	6	9	subfamily	Curculioninae
123517	39816	7	7	3	3	4	tribe	Anthonomini
7043	123517	7	7	3	3	4	genus	Anthonomus
7044	7043	5	5	2	2	2	species	Anthonomus grandis
2921223	7044	2	2	1	1	0	subspecies	Anthonomus grandis grandis
2921224	7044	2	2	1	1	2	subspecies	Anthonomus grandis thurberiae
201759	7043	2	2	1	1	2	species	Anthonomus rubi
123518	39816	5	5	4	2	3	tribe	Curculionini
13024	123518	5	5	4	2	3	genus	Curculio
13025	13024	2	2	2	1	0	species	Curculio caryae
197013	13024	2	2	1	1	2	species	Curculio glandium
3231227	13024	1	1	1	1	1	species	Curculio nanulus
123529	39816	2	2	2	1	0	tribe	Derelomini
2652132	123529	2	2	2	1	0	genus	Elaeidobius
2663966	2652132	2	2	2	1	0	species	Elaeidobius kamerunicus
298271	39816	2	2	1	1	2	tribe	Rhamphini
298396	298271	2	2	1	1	2	subtribe	Rhamphina
298272	298396	2	2	1	1	2	genus	Orchestes
878341	298272	2	2	1	1	2	species	Orchestes rusci
1482328	39816	1	1	1	1	0	tribe	Cryptoplini
2754499	1482328	1	1	1	1	0	genus	Kuschelorhynchus
2754503	2754499	1	1	1	1	0	species	Kuschelorhynchus macadamiae
123516	7042	9	9	2	1	8	subfamily	Ceutorhynchinae
201855	123516	3	3	2	1	2	genus	Ceutorhynchus
307131	201855	2	2	1	1	2	species	Ceutorhynchus obstrictus
467358	201855	1	1	1	1	0	species	Ceutorhynchus assimilis
1342212	123516	2	2	1	1	2	genus	Mononychus
1342213	1342212	2	2	1	1	2	species	Mononychus punctumalbum
202048	123516	2	2	1	1	2	genus	Nedyus
202049	202048	2	2	1	1	2	species	Nedyus quadrimaculatus
1342237	123516	2	2	1	1	2	genus	Stenocarus
1342239	1342237	2	2	1	1	2	species	Stenocarus ruficornis
190812	7042	9	9	3	2	6	subfamily	Cryptorhynchinae
201732	190812	2	2	1	1	2	genus	Acalles
346680	201732	2	2	1	1	2	species	Acalles misellus
201896	190812	2	2	1	1	2	genus	Cryptorhynchus
201897	201896	2	2	1	1	2	species	Cryptorhynchus lapathi
436909	190812	2	2	1	1	0	genus	Eucryptorrhynchus
436910	436909	1	1	1	1	0	species	Eucryptorrhynchus brandti
1552824	436909	1	1	1	1	0	species	Eucryptorrhynchus scrobiculatus
501652	190812	2	2	1	1	2	genus	Kyklioacalles
501664	501652	2	2	1	1	2	species	Kyklioacalles roboris
925791	190812	1	1	1	1	0	genus	Sternochetus
925794	925791	1	1	1	1	0	species	Sternochetus mangiferae
39812	7042	8	8	7	5	1	subfamily	Dryophthorinae
93127	39812	4	4	3	2	0	genus	Rhynchophorus
354439	93127	4	4	3	2	0	species	Rhynchophorus ferrugineus
7045	39812	2	2	2	2	0	genus	Sitophilus
7048	7045	1	1	1	1	0	species	Sitophilus oryzae
7047	7045	1	1	1	1	0	species	Sitophilus zeamais
206491	39812	1	1	1	1	1	genus	Cosmopolites
206492	206491	1	1	1	1	1	species	Cosmopolites sordidus
1892065	39812	1	1	1	1	0	genus	Cyrtotrachelus
1892066	1892065	1	1	1	1	0	species	Cyrtotrachelus buqueti
39819	7042	5	5	2	2	5	subfamily	Hyperinae
36756	39819	4	4	1	1	4	genus	Hypera
36757	36756	2	2	1	1	2	species	Hypera postica
346786	36756	2	2	1	1	2	species	Hypera rumicis
3065876	39819	1	1	1	1	1	genus	Herpes
3065877	3065876	1	1	1	1	1	species	Herpes porcellus
122885	7042	5	5	3	3	5	subfamily	Lixinae
2899296	122885	5	5	3	3	5	tribe	Lixini
202007	2899296	5	5	3	3	5	genus	Larinus
1342029	202007	2	2	1	1	2	species	Larinus minutus
202009	202007	2	2	1	1	2	species	Larinus planus
1342031	202007	1	1	1	1	1	species	Larinus ursus
54544	7042	5	5	2	1	4	subfamily	Molytinae
122898	54544	2	2	1	1	2	tribe	Hylobiini
201998	122898	2	2	1	1	2	genus	Hylobius
201999	201998	2	2	1	1	2	species	Hylobius abietis
166850	54544	2	2	1	1	2	tribe	Molytini
202014	166850	2	2	1	1	2	genus	Leiosoma
1342033	202014	2	2	1	1	2	species	Leiosoma deflexum
123520	54544	1	1	1	0	0	tribe	Pissodini
49926	123520	1	1	1	0	0	genus	Pissodes
49927	49926	1	1	1	0	0	species	Pissodes strobi
202029	7042	3	3	1	1	3	subfamily	Magdalinae
202030	202029	3	3	1	1	3	genus	Magdalis
878129	202030	2	2	1	1	2	species	Magdalis barbicornis
1143066	202030	1	1	1	1	1	species	Magdalis cerasi
167475	7042	2	2	2	2	1	subfamily	Cyclominae
123523	167475	2	2	2	2	1	tribe	Listroderini
122862	123523	2	2	2	2	1	genus	Listronotus
292309	122862	1	1	1	1	1	species	Listronotus bonariensis
412987	122862	1	1	1	1	0	species	Listronotus oregonensis
122835	7042	2	2	1	1	2	tribe	Platypodinae
122836	122835	2	2	1	1	2	genus	Platypus
298138	122836	2	2	1	1	2	species	Platypus cylindrus
202022	7042	2	2	1	1	2	subfamily	Polydrosinae
202023	202022	2	2	1	1	2	genus	Liophloeus
202024	202023	2	2	1	1	2	species	Liophloeus tessulatus
122754	71529	10	10	3	1	8	family	Brentidae
122732	122754	8	8	1	1	8	subfamily	Apioninae
608554	122732	2	2	1	1	2	genus	Aspidapion
877730	608554	2	2	1	1	2	species	Aspidapion aeneum
382943	122732	2	2	1	1	2	genus	Betulapion
382944	382943	2	2	1	1	2	species	Betulapion simile
877837	122732	2	2	1	1	2	genus	Oxystoma
1588336	877837	2	2	1	1	2	species	Oxystoma pomonae
202216	122732	2	2	1	1	2	genus	Taeniapion
202217	202216	2	2	1	1	2	species	Taeniapion urticarium
197177	122754	2	2	2	0	0	subfamily	Cyladinae
197178	197177	2	2	2	0	0	genus	Cylas
197179	197178	2	2	2	0	0	species	Cylas formicarius
110015	71529	7	7	2	2	7	family	Anthribidae
166894	110015	6	6	1	1	6	subfamily	Anthribinae
2023219	166894	2	2	1	1	2	tribe	Discotenini
3037413	2023219	2	2	1	1	2	genus	Pseudeuparius
1586585	3037413	2	2	1	1	2	species	Pseudeuparius sepicola
1586658	166894	2	2	1	1	2	tribe	Platyrhinini
1586621	1586658	2	2	1	1	2	genus	Platyrhinus
1586622	1586621	2	2	1	1	2	species	Platyrhinus resinosus
197007	166894	2	2	1	1	2	tribe	Platystomini
197008	197007	2	2	1	1	2	genus	Platystomos
197009	197008	2	2	1	1	2	species	Platystomos albinus
251757	110015	1	1	1	1	1	subfamily	Choraginae
251758	251757	1	1	1	1	1	genus	Araecerus
251759	251758	1	1	1	1	1	species	Araecerus fasciculatus
122737	71529	6	6	1	1	6	family	Attelabidae
123511	122737	4	4	1	1	4	subfamily	Rhynchitinae
202012	123511	2	2	1	1	2	genus	Lasiorhynchites
202013	202012	2	2	1	1	2	species	Lasiorhynchites cavifrons
1553887	123511	2	2	1	1	2	genus	Temnocerus
1553888	1553887	2	2	1	1	2	species	Temnocerus longiceps
701798	122737	2	2	1	1	2	subfamily	Apoderinae
122772	701798	2	2	1	1	2	genus	Apoderus
201766	122772	2	2	1	1	2	species	Apoderus coryli
2878387	71529	2	2	1	1	2	family	Erirhinidae
1483936	2878387	2	2	1	1	2	genus	Grypus
1553333	1483936	2	2	1	1	2	species	Grypus equiseti
71527	41088	118	118	29	14	73	superfamily	Tenebrionoidea
7065	71527	55	55	22	9	22	family	Tenebrionidae
1272141	7065	19	19	11	5	6	subfamily	Tenebrioninae
7066	1272141	6	6	5	3	2	genus	Tenebrio
7067	7066	6	6	5	3	2	species	Tenebrio molitor
7073	1272141	4	4	4	3	0	genus	Zophobas
2755281	7073	3	3	3	3	0	species	Zophobas morio
7074	7073	1	1	1	0	0	species	Zophobas atratus
1272789	1272141	2	2	1	1	0	genus	Cynaeus
1553252	1272789	2	2	1	1	0	species	Cynaeus angustus
347339	1272141	2	2	1	1	2	genus	Eledona
347340	347339	2	2	1	1	2	species	Eledona agricola
466959	1272141	2	2	2	1	0	genus	Latheticus
466960	466959	2	2	2	1	0	species	Latheticus oryzae
878204	1272141	2	2	1	1	2	genus	Nalassus
878205	878204	2	2	1	1	2	species	Nalassus laevioctostriatus
683889	1272141	1	1	1	1	0	genus	Bolitotherus
683890	683889	1	1	1	1	0	species	Bolitotherus cornutus
1304792	7065	11	11	6	3	0	no rank	Tenebrionidae incertae sedis
7069	1304792	11	11	6	3	0	genus	Tribolium
7070	7069	4	4	3	2	0	species	Tribolium castaneum
7071	7069	3	3	2	1	0	species	Tribolium confusum
7072	7069	2	2	2	0	0	species	Tribolium freemani
41895	7069	2	2	2	2	0	species	Tribolium madens
1272144	7065	7	7	4	3	4	subfamily	Diaperinae
433097	1272144	2	2	1	1	2	genus	Diaperis
433215	433097	2	2	1	1	2	species	Diaperis boleti
1272283	1272144	2	2	2	1	0	genus	Gnatocerus
1553328	1272283	2	2	2	1	0	species	Gnatocerus cornutus
669194	1272144	2	2	1	1	2	genus	Phaleria
1470699	669194	2	2	1	1	2	species	Phaleria cadaverina
1272120	1272144	1	1	1	1	0	genus	Ulomoides
1552300	1272120	1	1	1	1	0	species	Ulomoides dermestoides
1586648	7065	6	6	1	1	6	subfamily	Alleculinae
432889	1586648	2	2	1	1	2	genus	Gonodera
700380	432889	2	2	1	1	2	species	Gonodera luperus
347444	1586648	2	2	1	1	2	genus	Prionychus
347445	347444	2	2	1	1	2	species	Prionychus ater
295997	1586648	2	2	1	1	2	genus	Pseudocistela
295998	295997	2	2	1	1	2	species	Pseudocistela ceramboides
1271710	7065	6	6	4	3	3	subfamily	Pimeliinae
1662592	1271710	3	3	2	1	0	genus	Asbolus
1661398	1662592	3	3	2	1	0	species	Asbolus verrucosus
575808	1271710	2	2	1	1	2	genus	Dailognatha
575809	575808	2	2	1	1	2	species	Dailognatha quadricollis
513343	1271710	1	1	1	1	1	genus	Stenosis
3229215	513343	1	1	1	1	1	species	Stenosis austini
2870904	7065	3	3	3	2	1	subfamily	Blaptinae
197343	2870904	1	1	1	1	0	genus	Blaps
1379410	197343	1	1	1	1	0	species	Blaps rhynchoptera
575817	2870904	1	1	1	1	1	genus	Dendarus
2712997	575817	1	1	1	1	1	species	Dendarus foraminosus
302817	2870904	1	1	1	1	0	genus	Gonocephalum
302818	302817	1	1	1	1	0	species	Gonocephalum reticulatum
1272142	7065	2	2	1	1	2	subfamily	Lagriinae
41091	1272142	2	2	1	1	2	genus	Lagria
296003	41091	2	2	1	1	2	species	Lagria hirta
1272147	7065	1	1	1	1	0	subfamily	Stenochiinae
1272076	1272147	1	1	1	1	0	genus	Promethis
1304790	1272076	1	1	1	1	0	species	Promethis valgipes
34672	71527	13	13	7	6	1	family	Meloidae
2507001	34672	10	10	7	4	1	subfamily	Meloinae
268452	2507001	4	4	4	3	1	genus	Mylabris
580879	268452	1	1	1	1	0	species	Mylabris phalerata
268458	268452	1	1	1	1	1	species	Mylabris quadripunctata
2921314	268452	1	1	1	1	0	species	Mylabris sibirica
268459	268452	1	1	1	1	0	species	Mylabris variabilis
268443	2507001	3	3	2	1	0	genus	Hycleus
1270216	268443	1	1	1	1	0	species	Hycleus cichorii
1914940	268443	1	1	1	1	0	species	Hycleus marcipoli
1248972	268443	1	1	1	1	0	species	Hycleus phaleratus
34673	2507001	1	1	1	1	0	genus	Epicauta
941254	34673	1	1	1	1	0	species	Epicauta chinensis
2506994	2507001	1	1	1	1	0	genus	Lydus
2785641	2506994	1	1	1	1	0	species	Lydus trimaculatus
34750	2507001	1	1	1	1	0	genus	Meloe
2109432	34750	1	1	1	1	0	species	Meloe dianella
2507023	34672	2	2	1	2	0	subfamily	Nemognathinae
443666	2507023	1	1	1	1	0	genus	Stenodera
443667	443666	1	1	1	1	0	species	Stenodera caucasica
443672	2507023	1	1	1	1	0	genus	Zonitis
2981214	443672	1	1	1	1	0	species	Zonitis immaculata
2507035	34672	1	1	1	1	0	subfamily	Eleticinae
443663	2507035	1	1	1	1	0	genus	Iselma
881134	443663	1	1	1	1	0	species	Iselma pallidipennis
219440	71527	10	10	1	1	10	family	Scraptiidae
295994	219440	10	10	1	1	10	genus	Anaspis
433021	295994	2	2	1	1	2	species	Anaspis frontalis
346698	295994	2	2	1	1	2	species	Anaspis garneysi
295995	295994	2	2	1	1	2	species	Anaspis maculata
346699	295994	2	2	1	1	2	species	Anaspis regimbarti
433026	295994	2	2	1	1	2	species	Anaspis thoracica
219432	71527	8	8	1	2	8	family	Zopheridae
124799	219432	6	6	1	2	6	subfamily	Colydiinae
245964	124799	2	2	1	1	2	genus	Bitoma
346746	245964	2	2	1	1	2	species	Bitoma crenata
295816	124799	2	2	1	1	2	genus	Colydium
295817	295816	2	2	1	1	2	species	Colydium elongatum
124802	124799	2	2	1	1	2	genus	Tarphius
124803	124802	2	2	1	1	2	species	Tarphius canariensis
297220	219432	2	2	1	1	2	subfamily	Zopherinae
297221	297220	2	2	1	1	2	tribe	Pycnomerini
295820	297221	2	2	1	1	2	genus	Pycnomerus
878397	295820	2	2	1	1	2	species	Pycnomerus fuliginosus
219427	71527	6	6	1	1	6	family	Mycetophagidae
292444	219427	4	4	1	1	4	genus	Mycetophagus
433053	292444	2	2	1	1	2	species	Mycetophagus atomarius
1501876	292444	2	2	1	1	2	species	Mycetophagus piceus
1586586	219427	2	2	1	1	2	genus	Eulagius
1586587	1586586	2	2	1	1	2	species	Eulagius filicornis
219442	71527	4	4	1	1	4	family	Anthicidae
295954	219442	2	2	1	1	2	genus	Notoxus
1553591	295954	2	2	1	1	2	species	Notoxus monoceros
878209	219442	2	2	1	1	2	genus	Omonadus
904171	878209	2	2	1	1	2	species	Omonadus floralis
116144	71527	4	4	1	1	4	family	Oedemeridae
433129	116144	2	2	1	1	2	genus	Nacerdes
878157	433129	2	2	1	1	2	species	Nacerdes melanura
116145	116144	2	2	1	1	2	genus	Oedemera
1553597	116145	2	2	1	1	2	species	Oedemera lurida
55098	71527	4	4	1	1	4	family	Pyrochroidae
295984	55098	2	2	1	1	2	genus	Pyrochroa
346838	295984	2	2	1	1	2	species	Pyrochroa serraticornis
351532	55098	2	2	1	1	2	genus	Schizotus
351686	351532	2	2	1	1	2	species	Schizotus pectinicornis
295958	71527	4	4	1	1	4	family	Salpingidae
347458	295958	2	2	1	1	2	genus	Salpingus
577144	347458	2	2	1	1	2	species	Salpingus planirostris
295990	295958	2	2	1	1	2	genus	Vincenzellus
295991	295990	2	2	1	1	2	species	Vincenzellus ruficollis
219428	71527	2	2	1	1	2	family	Ciidae
577181	219428	2	2	1	1	2	subfamily	Ciinae
245896	577181	2	2	1	1	2	genus	Cis
577748	245896	2	2	1	1	2	species	Cis bilamellatus
219420	71527	2	2	1	1	2	family	Melandryidae
351493	219420	2	2	1	1	2	genus	Orchesia
351518	351493	2	2	1	1	2	species	Orchesia undulata
50533	71527	2	2	1	1	2	family	Ripiphoridae
295988	50533	2	2	1	1	2	genus	Metoecus
433052	295988	2	2	1	1	2	species	Metoecus paradoxus
219438	71527	2	2	1	1	2	family	Synchroidae
1605676	219438	2	2	1	1	2	genus	Synchroa
1605677	1605676	2	2	1	1	2	species	Synchroa punctata
219429	71527	2	2	1	1	2	family	Tetratomidae
3003481	219429	2	2	1	1	2	subfamily	Hallomeninae
295969	3003481	2	2	1	1	2	genus	Hallomenus
295970	295969	2	2	1	1	2	species	Hallomenus binotatus
2939015	41088	60	60	14	6	39	superfamily	Coccinelloidea
7080	2939015	54	54	12	5	34	family	Coccinellidae
7081	7080	43	43	11	4	28	subfamily	Coccinellinae
263631	7081	39	39	11	4	24	tribe	Coccinellini
115356	263631	10	10	5	3	4	genus	Harmonia
115357	115356	8	8	5	3	2	species	Harmonia axyridis
346781	115356	2	2	1	1	2	species	Harmonia quadripunctata
41138	263631	9	9	4	3	6	genus	Coccinella
41139	41138	3	3	2	2	2	species	Coccinella septempunctata
185877	41138	2	2	1	1	2	species	Coccinella magnifica
1790162	41138	2	2	2	1	0	species	Coccinella transversoguttata
185878	41138	2	2	1	1	2	species	Coccinella undecimpunctata
7083	263631	4	4	1	1	2	genus	Adalia
7084	7083	2	2	1	1	0	species	Adalia bipunctata
115343	7083	2	2	1	1	2	species	Adalia decempunctata
158623	263631	4	4	3	2	2	genus	Propylea
158624	158623	2	2	2	1	0	species	Propylea japonica
558720	158623	2	2	1	1	2	species	Propylea quattuordecimpunctata
185875	263631	2	2	1	1	2	genus	Anisosticta
185876	185875	2	2	1	1	2	species	Anisosticta novemdecimpunctata
524478	263631	2	2	1	1	2	genus	Aphidecta
1501862	524478	2	2	1	1	2	species	Aphidecta obliterata
41140	263631	2	2	1	1	2	genus	Calvia
419956	41140	2	2	1	1	2	species	Calvia quattuordecimguttata
64693	263631	2	2	2	2	1	genus	Hippodamia
64696	64693	1	1	1	1	0	species	Hippodamia convergens
703264	64693	1	1	1	1	1	species	Hippodamia variegata
524508	263631	2	2	1	1	2	genus	Myrrha
703265	524508	2	2	1	1	2	species	Myrrha octodecimguttata
511881	263631	1	1	1	1	1	genus	Megalocaria
511882	511881	1	1	1	1	1	species	Megalocaria dilatata
420092	263631	1	1	1	1	0	genus	Micraspis
420093	420092	1	1	1	1	0	species	Micraspis discolor
263632	7081	2	2	1	1	2	tribe	Halyziini
347358	263632	2	2	1	1	2	genus	Halyzia
347359	347358	2	2	1	1	2	species	Halyzia sedecimguttata
263633	7081	2	2	1	1	2	tribe	Tytthaspidini
347476	263633	2	2	1	1	2	genus	Tytthaspis
347477	347476	2	2	1	1	2	species	Tytthaspis sedecimpunctata
115347	7080	5	5	2	2	4	subfamily	Coccidulinae
263623	115347	4	4	1	1	4	tribe	Coccidulini
115344	263623	2	2	1	1	2	genus	Coccidula
115345	115344	2	2	1	1	2	species	Coccidula rufa
347452	263623	2	2	1	1	2	genus	Rhyzobius
2849648	347452	2	2	1	1	2	species	Rhyzobius forestieri
263624	115347	1	1	1	1	0	tribe	Noviini
524534	263624	1	1	1	1	0	genus	Novius
1902202	524534	1	1	1	1	0	species	Novius pumilus
77529	7080	4	4	2	3	2	subfamily	Epilachninae
263665	77529	3	3	2	2	2	tribe	Epilachnini
295814	263665	2	2	1	1	2	genus	Subcoccinella
295815	295814	2	2	1	1	2	species	Subcoccinella vigintiquattuorpunctata
420087	263665	1	1	1	1	0	genus	Henosepilachna
420089	420087	1	1	1	1	0	species	Henosepilachna vigintioctopunctata
263667	77529	1	1	1	1	0	tribe	Madaini
524754	263667	1	1	1	1	0	genus	Cynegetis
1553253	524754	1	1	1	1	0	species	Cynegetis impunctata
115350	7080	1	1	1	1	0	subfamily	Scymninae
263641	115350	1	1	1	1	0	tribe	Scymnini
524581	263641	1	1	1	1	0	genus	Cryptolaemus
559131	524581	1	1	1	1	0	species	Cryptolaemus montrouzieri
263654	7080	1	1	1	1	0	subfamily	Sticholotidinae
263659	263654	1	1	1	1	0	tribe	Serangiini
524693	263659	1	1	1	1	0	genus	Serangium
544596	524693	1	1	1	1	0	species	Serangium japonicum
196997	2939015	3	3	2	2	3	family	Endomychidae
295832	196997	3	3	2	2	3	genus	Endomychus
295833	295832	2	2	1	1	2	species	Endomychus coccineus
3366363	295832	1	1	1	1	1	species	Endomychus armeniacus
196999	2939015	2	2	1	1	2	family	Latridiidae
485291	196999	2	2	1	1	2	genus	Cartodere
1587142	485291	2	2	1	1	2	species	Cartodere bifasciata
196993	2939015	1	1	1	1	0	family	Bothrideridae
1169898	196993	1	1	1	1	0	genus	Dastarcus
1169899	1169898	1	1	1	1	0	species	Dastarcus helophoroides
71526	41088	20	20	8	4	12	superfamily	Cucujoidea
196982	71526	6	6	3	2	4	family	Silvanidae
353830	196982	4	4	3	2	2	subfamily	Silvaninae
41111	353830	2	2	2	1	0	genus	Oryzaephilus
41112	41111	2	2	2	1	0	species	Oryzaephilus surinamensis
295939	353830	2	2	1	1	2	genus	Silvanus
295940	295939	2	2	1	1	2	species	Silvanus unidentatus
353831	196982	2	2	1	1	2	subfamily	Brontinae
245894	353831	2	2	1	1	2	genus	Uleiota
346868	245894	2	2	1	1	2	species	Uleiota planata
116151	71526	5	5	4	3	0	family	Nitidulidae
577242	116151	3	3	2	1	0	subfamily	Nitidulinae
116152	577242	3	3	2	1	0	genus	Aethina
116153	116152	3	3	2	1	0	species	Aethina tumida
577239	116151	1	1	1	1	0	subfamily	Cryptarchinae
433116	577239	1	1	1	1	0	genus	Librodor
433237	433116	1	1	1	1	0	species	Librodor japonicus
577241	116151	1	1	1	1	0	subfamily	Meligethinae
1431902	577241	1	1	1	1	0	genus	Brassicogethes
1431903	1431902	1	1	1	1	0	species	Brassicogethes aeneus
196989	71526	2	2	1	1	2	family	Cryptophagidae
3233948	196989	2	2	1	1	2	subfamily	Cryptophaginae
295826	3233948	2	2	1	1	2	genus	Cryptophagus
1553241	295826	2	2	1	1	2	species	Cryptophagus acutangulus
41110	71526	2	2	1	1	2	family	Cucujidae
432905	41110	2	2	1	1	2	genus	Pediacus
878348	432905	2	2	1	1	2	species	Pediacus dermestoides
295809	71526	2	2	1	1	2	family	Kateretidae
433085	295809	2	2	1	1	2	genus	Brachypterus
442081	433085	2	2	1	1	2	species	Brachypterus glaber
196978	71526	2	2	1	1	2	family	Monotomidae
297219	196978	2	2	1	1	2	subfamily	Monotominae
295916	297219	2	2	1	1	2	genus	Monotoma
878149	295916	2	2	1	1	2	species	Monotoma picipes
196992	71526	1	1	1	1	0	family	Erotylidae
3478416	196992	1	1	1	1	0	genus	Doubledaya
3478417	3478416	1	1	1	1	0	species	Doubledaya ruficollis
71525	41088	12	12	1	1	12	superfamily	Cleroidea
196969	71525	4	4	1	1	4	family	Biphyllidae
197002	196969	2	2	1	1	2	genus	Biphyllus
197003	197002	2	2	1	1	2	species	Biphyllus lunatus
432886	196969	2	2	1	1	2	genus	Diplocoelus
433040	432886	2	2	1	1	2	species	Diplocoelus fagi
186087	71525	4	4	1	1	4	family	Cleridae
2571558	186087	2	2	1	1	2	subfamily	Clerinae
433136	2571558	2	2	1	1	2	genus	Opilo
1445684	433136	2	2	1	1	2	species	Opilo mollis
2571674	186087	2	2	1	1	2	subfamily	Tillinae
295695	2571674	2	2	1	1	2	genus	Tillus
295696	295695	2	2	1	1	2	species	Tillus elongatus
186093	71525	4	4	1	1	4	family	Melyridae
353826	186093	4	4	1	1	4	subfamily	Malachiinae
295701	353826	2	2	1	1	2	genus	Anthocomus
346704	295701	2	2	1	1	2	species	Anthocomus fasciatus
295699	353826	2	2	1	1	2	genus	Malachius
295700	295699	2	2	1	1	2	species	Malachius bipustulatus
41085	41084	126	126	12	12	86	infraorder	Staphyliniformia
75543	41085	111	111	11	10	73	superfamily	Staphylinoidea
29026	75543	90	90	5	6	62	family	Staphylinidae
351509	29026	51	51	5	6	24	no rank	Tachyporinae group
135860	351509	40	40	4	6	15	subfamily	Aleocharinae
619369	135860	6	6	2	2	2	tribe	Lomechusini
135867	619369	3	3	2	2	2	genus	Drusilla
